structural_type,construction_material,fire_load_type,wall_thickness,height_floors,temperature,wind,humidity,area_m2,paint,room_number,room_occupants,fire_resistance
Sandstone,Timber,Commercial,1,12,23.540254703207506,5.038329999175022,69.62263663967458,1159,Fire Resistant Paint,33,14,3.4
Masonry Structures,Timber,Residential,1,3,21.064346733882395,8.086521134692411,82.79062656453252,1006,Fire Resistant Paint,6,3,2.9
Reinforced Concrete Structures,Concrete,Residential,1,6,15.573927444605122,6.732742230793297,53.60982574749774,1863,Standard Paint,10,7,3.7
Timber Structures,Concrete,Residential,2,4,31.009569639150424,8.932230733900926,52.23460030933043,457,Standard Paint,5,2,1.3
Reinforced Concrete Structures,Timber,Residential,1,6,10.274204952607038,4.348328073721395,41.10424849900759,1633,Standard Paint,8,8,2.0
Brick,Steel,Commercial,2,30,26.905955257757096,8.015024405832104,62.309906281916554,753,Fire Resistant Paint,90,14,1.7
Sandstone,Steel,Commercial,2,22,30.5320996836616,6.940697546316681,66.75089074039316,459,Fire Resistant Paint,81,27,1.1
Brick,Concrete,Residential,1,1,12.704759863546924,8.825882996852316,72.67477536440339,1631,Standard Paint,2,9,5.5
Masonry Structures,Steel,Commercial,2,25,15.118475886040175,1.094196509033138,77.0384953449184,1635,Standard Paint,60,35,3.8
Brick,Timber,Commercial,2,30,34.00330064903585,3.7713081512700577,73.96781532871896,1222,Fire Resistant Paint,70,33,4.7
Masonry Structures,Steel,Commercial,2,15,11.026334088505532,6.496655435810368,56.23455317023067,1208,Standard Paint,84,13,3.0
Masonry Structures,Steel,Residential,1,1,18.87335178813116,2.3733259219101424,73.57070208156664,1350,Fire Resistant Paint,6,5,5.2
Sandstone,Timber,Commercial,1,35,17.494470043818126,2.1966901688759393,76.87384147887778,1869,Standard Paint,71,43,3.9
Reinforced Concrete Structures,Concrete,Residential,1,2,12.918326829594566,2.2543555117019887,87.35977848878707,1572,Fire Resistant Paint,7,1,3.5
Timber Structures,Concrete,Residential,2,5,10.309530675777768,8.099292051669671,67.02616331734762,312,Fire Resistant Paint,6,8,1.5
Sandstone,Concrete,Commercial,2,6,23.1526234594134,6.967309961910595,49.063311328548814,165,Fire Resistant Paint,18,14,3.3
Timber Structures,Timber,Commercial,1,23,22.420834398865207,3.504513875299374,63.21451376590818,1824,Standard Paint,39,15,3.8
Sandstone,Concrete,Commercial,1,6,24.415509416065568,1.1650339538934298,81.71276651660594,1089,Standard Paint,90,22,2.6
Masonry Structures,Steel,Residential,1,3,31.499976945157126,3.879545147636074,57.274764611108296,262,Fire Resistant Paint,5,7,4.6
Reinforced Concrete Structures,Steel,Residential,1,1,14.168968026516437,7.001285460504162,80.34651759155207,1578,Standard Paint,8,2,3.9
Reinforced Concrete Structures,Timber,Residential,2,6,22.815466407600567,4.172753315015784,65.72000068259952,1662,Fire Resistant Paint,11,6,4.3
Brick,Steel,Residential,2,1,11.463057825695188,4.625961507321747,44.56972938157422,955,Standard Paint,9,8,3.6
Reinforced Concrete Structures,Steel,Residential,1,6,14.82860623267672,4.893151978324912,85.26198539336751,490,Fire Resistant Paint,7,8,6.0
Timber Structures,Steel,Commercial,2,8,12.055389287453929,2.166409088782689,46.81747553413526,1189,Standard Paint,32,47,2.5
Brick,Concrete,Residential,2,2,19.574570913287744,1.6678794245239472,82.45084387567537,307,Standard Paint,3,10,5.2
Timber Structures,Timber,Residential,1,3,32.6412360888218,6.285708934882083,78.14954286421138,1260,Fire Resistant Paint,6,8,3.1
Sandstone,Steel,Commercial,2,38,27.8897246600004,3.4695986004070782,49.48080109033073,775,Standard Paint,64,31,3.6
Sandstone,Concrete,Commercial,1,29,32.68153212953066,6.574696604999869,49.170263173857016,254,Standard Paint,75,37,4.8
Brick,Concrete,Commercial,1,15,13.525370990947927,7.980826350029808,77.01589977961908,1509,Standard Paint,43,11,6.6
Masonry Structures,Steel,Residential,2,2,23.690968126563984,2.0158357295996767,47.78429685896661,1506,Fire Resistant Paint,4,3,5.4
Timber Structures,Concrete,Residential,1,3,20.92048527178148,7.857485722856232,71.99298458359544,802,Fire Resistant Paint,6,7,3.9
Reinforced Concrete Structures,Concrete,Residential,1,5,18.570947105826505,6.764923897551611,75.46171549647204,317,Fire Resistant Paint,7,5,4.8
Reinforced Concrete Structures,Steel,Residential,2,4,13.823100373141894,1.1441695758801,81.29372391626829,881,Standard Paint,8,8,5.1
Timber Structures,Timber,Commercial,2,27,17.65410078306799,7.979478411095487,78.59302660582195,1190,Standard Paint,70,37,5.9
Brick,Timber,Commercial,1,10,19.848856955416608,2.122290643209109,77.80205943198763,1972,Fire Resistant Paint,85,24,2.8
Timber Structures,Steel,Commercial,2,35,10.652224653403586,4.963887166690468,41.36445612198423,1072,Fire Resistant Paint,78,46,2.3
Masonry Structures,Steel,Commercial,2,26,25.52342236657838,7.973840943201,75.09364631923916,1070,Fire Resistant Paint,55,33,4.2
Sandstone,Concrete,Residential,2,4,11.606840462744296,4.627633578114452,63.2666796909169,121,Standard Paint,6,1,4.1
Brick,Timber,Residential,2,6,18.061517791209038,2.91571874815706,43.44167196804443,981,Fire Resistant Paint,8,6,5.0
Sandstone,Timber,Commercial,2,15,15.76748364198216,4.600573696140396,53.19438908568449,1084,Standard Paint,88,20,4.4
Sandstone,Concrete,Commercial,2,49,21.862299804126827,9.579589502315581,45.818196848749935,1548,Fire Resistant Paint,92,39,2.8
Timber Structures,Timber,Residential,2,1,29.588077854016163,9.186335997498647,87.32874532504005,140,Standard Paint,1,10,4.5
Reinforced Concrete Structures,Steel,Residential,2,6,20.175189590470254,3.8127830144936565,55.35550817715436,854,Standard Paint,9,7,2.9
Brick,Concrete,Commercial,1,42,14.314851257833599,3.172191184692606,45.45710206526254,450,Fire Resistant Paint,88,23,7.9
Brick,Steel,Commercial,1,9,26.842333243513085,3.1183754876163454,42.366681532669986,1545,Fire Resistant Paint,45,28,3.4
Masonry Structures,Timber,Residential,2,1,30.13089469054356,3.9248239576682717,45.0232911178687,1216,Standard Paint,6,6,5.4
Sandstone,Steel,Residential,2,2,29.12226032196953,9.908622344590722,46.53830904739764,1929,Fire Resistant Paint,7,4,4.5
Reinforced Concrete Structures,Steel,Commercial,2,27,16.128160781868495,1.7881446599933826,65.47497131706133,653,Standard Paint,62,18,1.9
Reinforced Concrete Structures,Steel,Commercial,1,48,16.539518128539346,8.178483488450585,51.52398569247019,1784,Fire Resistant Paint,82,27,3.7
Sandstone,Steel,Commercial,2,36,15.486412978332925,5.976606526139024,41.93575052075094,1399,Standard Paint,49,49,3.3
Brick,Steel,Commercial,2,40,14.321410346317265,9.285162578833049,81.30337058233383,1841,Fire Resistant Paint,73,28,5.2
Sandstone,Timber,Residential,2,4,15.521871405356718,2.9478860622207606,48.79496613399894,735,Fire Resistant Paint,7,9,2.4
Sandstone,Steel,Residential,1,3,18.3218385345821,3.326397761650444,65.08953375446589,540,Fire Resistant Paint,7,5,4.5
Timber Structures,Steel,Commercial,1,40,11.719548696192621,6.311311727091635,45.223844152727125,1462,Fire Resistant Paint,83,19,3.9
Reinforced Concrete Structures,Concrete,Residential,1,3,23.913365286150015,5.420553464893021,57.883195367356585,1235,Standard Paint,6,1,1.7
Brick,Concrete,Commercial,2,36,26.347189883762955,8.58796392619494,78.4906676848395,735,Fire Resistant Paint,61,42,2.2
Brick,Timber,Commercial,1,46,27.21607550209578,1.6565606292333102,86.71935528831615,1886,Standard Paint,70,22,5.9
Masonry Structures,Concrete,Residential,2,2,34.16645835267488,1.8939457958481136,67.56633489745644,1582,Fire Resistant Paint,4,6,4.5
Masonry Structures,Concrete,Commercial,1,34,14.317510306181607,4.558925302216499,75.72675691804261,1729,Standard Paint,91,11,6.7
Masonry Structures,Concrete,Residential,1,3,22.375625051118426,1.5979049953369362,46.15698288758498,1818,Fire Resistant Paint,10,3,1.9
Brick,Timber,Residential,1,2,11.151273144167689,4.7997409484078855,68.97011785306171,773,Standard Paint,6,4,1.0
Sandstone,Steel,Commercial,2,31,16.633787502947772,1.4078773630512638,45.582365648881215,150,Fire Resistant Paint,48,38,4.6
Masonry Structures,Timber,Commercial,2,37,24.568976828592234,9.115377195486605,78.58720077733749,1512,Fire Resistant Paint,75,20,2.8
Reinforced Concrete Structures,Timber,Commercial,2,31,30.747493664191964,7.842133488618696,55.67875723262735,1304,Standard Paint,87,46,6.3
Brick,Concrete,Commercial,2,49,29.449489207067483,1.4755628957539075,64.73111571181923,669,Standard Paint,97,37,2.3
Masonry Structures,Concrete,Commercial,2,15,28.67781397153571,1.2604220002672333,53.351350495520556,961,Standard Paint,83,49,3.7
Timber Structures,Concrete,Commercial,2,38,14.823924741122827,7.014209560454986,56.7416697715104,1922,Fire Resistant Paint,53,39,3.1
Sandstone,Steel,Commercial,2,37,13.375986438218279,1.167306376613619,85.97706864993054,788,Fire Resistant Paint,91,17,1.6
Sandstone,Steel,Residential,2,5,12.805303950318605,6.157673522456899,41.447321402870415,1183,Standard Paint,7,8,3.7
Timber Structures,Concrete,Commercial,2,6,30.44546557225085,1.0936090858965128,47.86273953946395,1517,Fire Resistant Paint,36,10,4.8
Brick,Steel,Commercial,2,17,18.64660054571643,8.94251825943321,83.18151690116497,1775,Standard Paint,35,19,3.2
Sandstone,Concrete,Residential,2,1,16.101072433511632,7.632654412786972,86.04235371715146,673,Fire Resistant Paint,7,2,2.3
Sandstone,Concrete,Residential,1,4,22.776685078922974,6.581371305664947,78.84227721837138,331,Standard Paint,7,3,5.4
Masonry Structures,Timber,Residential,2,6,11.28145974711874,4.541945980943147,87.38280510166851,736,Standard Paint,6,9,5.0
Masonry Structures,Concrete,Residential,2,4,22.997664836514005,6.454241360507856,58.20208812944415,875,Fire Resistant Paint,5,5,5.0
Brick,Steel,Commercial,1,20,12.494986768884488,1.0138082201512812,58.32476244264755,1950,Fire Resistant Paint,62,18,4.1
Brick,Timber,Residential,2,5,18.847763952124108,6.550829316778951,67.64531716964174,1229,Fire Resistant Paint,8,10,3.0
Sandstone,Concrete,Commercial,2,38,22.451158795935655,5.229269437142973,83.34165185294349,947,Fire Resistant Paint,95,47,3.4
Masonry Structures,Concrete,Residential,2,3,34.52122749350539,7.259875081070875,43.700174878000574,502,Fire Resistant Paint,8,8,3.3
Brick,Steel,Commercial,2,35,32.60763265704871,1.912118675955666,67.71564006295472,594,Fire Resistant Paint,52,18,1.2
Sandstone,Timber,Commercial,2,11,31.654367503765595,1.953224476544167,64.9498281554391,130,Fire Resistant Paint,100,15,1.7
Timber Structures,Concrete,Commercial,1,30,28.735338201614233,2.259129332115191,77.32794606486648,1398,Standard Paint,46,11,3.2
Sandstone,Concrete,Commercial,1,37,23.866595765822176,6.451882310995728,82.13319179870732,888,Fire Resistant Paint,83,32,2.4
Sandstone,Steel,Residential,1,3,31.035966766347606,3.128379661609758,76.05166657672028,421,Fire Resistant Paint,7,6,5.6
Reinforced Concrete Structures,Steel,Residential,2,1,11.195908365627629,6.95240817238171,80.8143391269137,678,Fire Resistant Paint,6,9,4.2
Timber Structures,Concrete,Residential,1,6,11.386453906628446,5.185990041768383,47.549689849585015,1831,Standard Paint,9,6,3.7
Reinforced Concrete Structures,Timber,Residential,2,1,30.21472296627323,9.45751377657396,47.91842259689632,1732,Standard Paint,6,1,5.7
Sandstone,Concrete,Residential,2,1,34.94087559774418,5.661977328260885,45.65645215400552,175,Standard Paint,8,6,3.6
Sandstone,Concrete,Residential,1,5,24.481386996275756,5.676807567784429,50.57648100811704,1773,Fire Resistant Paint,7,3,2.9
Masonry Structures,Concrete,Commercial,2,29,23.30862997321954,7.115846560842515,70.68658572423911,590,Standard Paint,85,32,1.7
Reinforced Concrete Structures,Timber,Residential,2,2,14.960434109949801,8.31431240252996,64.51798512244147,902,Fire Resistant Paint,9,3,1.7
Masonry Structures,Concrete,Commercial,1,16,20.693386387289316,8.627615183127674,43.076108318235406,774,Fire Resistant Paint,84,49,1.8
Sandstone,Steel,Residential,2,5,24.007801637340116,7.792491180455351,89.93938518183879,700,Fire Resistant Paint,10,5,2.4
Reinforced Concrete Structures,Concrete,Commercial,2,9,34.88435744403981,8.85584243082488,75.32717749978312,201,Standard Paint,48,10,1.3
Timber Structures,Concrete,Commercial,1,7,33.27376048389104,8.168895613541801,76.89521694146536,506,Standard Paint,55,31,4.2
Masonry Structures,Timber,Commercial,1,41,22.541634108012005,1.9692695123765125,68.71444295208784,1006,Standard Paint,81,14,4.2
Masonry Structures,Concrete,Commercial,2,41,10.886011330522882,8.061547654109843,41.210447221078766,426,Standard Paint,55,18,3.2
Timber Structures,Timber,Commercial,1,36,27.62020365930283,5.1364244339773535,63.46571867316139,718,Fire Resistant Paint,80,27,4.0
Brick,Concrete,Commercial,1,6,27.41101741988162,2.4181411375497093,54.64071238360149,1562,Fire Resistant Paint,55,30,2.4
Sandstone,Concrete,Commercial,1,19,32.39547271643926,8.118536310890613,44.4268572720912,675,Standard Paint,71,43,3.1
Sandstone,Concrete,Residential,1,6,17.92932777221214,8.392831771713126,85.731520835292,1653,Fire Resistant Paint,10,8,6.7
Sandstone,Timber,Commercial,2,28,26.750692758943654,5.369431541876309,50.83065056870847,402,Fire Resistant Paint,47,41,3.3
Masonry Structures,Steel,Residential,2,4,25.44008651363326,6.087792785429231,86.91384645766183,922,Fire Resistant Paint,5,6,3.3
Timber Structures,Concrete,Residential,2,2,12.975709152655517,8.887442066135527,83.92276076494906,1027,Fire Resistant Paint,4,9,4.3
Masonry Structures,Concrete,Residential,1,1,16.657836381160383,1.3105065058775585,66.97152618428893,1018,Fire Resistant Paint,3,6,4.5
Brick,Steel,Commercial,1,16,11.577472754016743,7.156419179933007,49.76943748495086,1986,Standard Paint,44,18,3.0
Masonry Structures,Steel,Residential,2,5,32.91709136735888,4.5396837933347545,55.046498814224385,1813,Standard Paint,9,9,4.0
Reinforced Concrete Structures,Steel,Commercial,2,37,22.094690464179013,2.583081555289081,56.56583871714041,1930,Fire Resistant Paint,75,31,5.0
Masonry Structures,Steel,Commercial,2,31,13.143108592948604,3.341547734555669,66.89489618399463,424,Fire Resistant Paint,59,50,3.5
Brick,Timber,Residential,2,1,22.9447751949876,6.202787963752707,43.72100277168377,1409,Standard Paint,4,2,3.2
Sandstone,Steel,Residential,2,5,29.954701138499058,4.772716630515202,57.030508173548775,599,Fire Resistant Paint,9,8,2.0
Sandstone,Timber,Residential,2,3,34.938047678324125,9.218524511383947,57.622323088135396,644,Fire Resistant Paint,10,10,3.2
Reinforced Concrete Structures,Timber,Commercial,2,45,29.52797959971169,5.842677407820188,68.32841357984555,975,Fire Resistant Paint,95,49,5.6
Reinforced Concrete Structures,Steel,Commercial,1,37,13.307427465580792,1.683544902606924,57.08660550701678,1915,Fire Resistant Paint,69,34,2.3
Masonry Structures,Concrete,Commercial,1,27,32.08053209397968,6.030438703438542,61.240978469010734,1009,Fire Resistant Paint,69,18,2.9
Reinforced Concrete Structures,Concrete,Residential,2,3,24.08288420037661,1.981360351231705,58.29977296180677,129,Fire Resistant Paint,9,2,5.9
Timber Structures,Timber,Commercial,2,30,10.931917050010869,5.966181158555581,45.22701653082614,221,Fire Resistant Paint,79,39,4.0
Brick,Concrete,Commercial,1,32,22.003906170007536,9.310039773184961,67.89329772887689,750,Standard Paint,88,47,4.5
Timber Structures,Steel,Commercial,2,24,25.382558320393642,7.190391784849129,78.44628021541521,772,Standard Paint,71,42,2.8
Brick,Concrete,Residential,2,3,25.307689271267904,7.736111614568433,66.4824617597818,282,Standard Paint,6,2,2.2
Masonry Structures,Timber,Residential,1,1,21.52461682611567,9.808228757084304,76.61252908029597,530,Fire Resistant Paint,10,3,2.3
Reinforced Concrete Structures,Concrete,Commercial,1,39,20.430752837184322,8.519341868326332,61.92902806471204,805,Standard Paint,73,43,2.6
Timber Structures,Timber,Residential,2,6,23.07157136769257,2.897491281074756,57.27866466766794,101,Fire Resistant Paint,11,9,5.2
Brick,Concrete,Residential,1,4,24.87241066105433,6.289959127989439,63.14347178349767,386,Standard Paint,4,6,3.9
Brick,Timber,Commercial,1,8,18.01718660557331,4.8337211917769745,53.81719419682423,1276,Fire Resistant Paint,72,20,3.1
Brick,Concrete,Residential,2,4,22.396072189925135,8.385525233229716,64.7543056234905,1303,Fire Resistant Paint,9,7,6.1
Reinforced Concrete Structures,Timber,Commercial,2,41,11.956972014522428,7.3178190416285815,57.17324895010236,1591,Fire Resistant Paint,76,46,5.6
Sandstone,Timber,Residential,1,4,21.0368862408846,3.613376149199764,60.24788349246884,863,Fire Resistant Paint,9,5,4.1
Masonry Structures,Timber,Residential,2,6,12.670584983297548,2.447066923670006,69.0128942995299,1004,Standard Paint,10,6,4.6
Reinforced Concrete Structures,Steel,Residential,1,1,17.93971014884047,5.584854851109846,51.83068353086554,1781,Fire Resistant Paint,3,3,4.1
Brick,Concrete,Commercial,1,16,16.798809139120145,2.403555243170632,85.61419307717654,447,Standard Paint,96,10,8.5
Masonry Structures,Steel,Commercial,2,44,15.998173611725466,9.204325752398015,42.77315300491957,708,Standard Paint,75,35,5.7
Sandstone,Steel,Commercial,1,24,18.796989089552213,9.832864612826173,71.87058641054875,148,Standard Paint,69,31,2.4
Sandstone,Concrete,Commercial,1,15,31.706600515894063,4.317440705407587,87.36821881892783,1241,Standard Paint,57,17,3.8
Masonry Structures,Steel,Residential,1,6,21.372211214936357,2.8914740409179447,41.29365511966494,1112,Standard Paint,10,4,1.8
Sandstone,Concrete,Commercial,2,48,28.330840150029378,4.924973394943686,72.21490491219973,1848,Fire Resistant Paint,94,39,2.8
Reinforced Concrete Structures,Concrete,Commercial,2,11,30.948073340461352,3.4139679717987264,73.75260362713725,1646,Fire Resistant Paint,91,10,2.6
Timber Structures,Steel,Residential,1,5,11.309770098202595,7.411980723837492,47.39166316027821,1456,Fire Resistant Paint,8,7,2.1
Brick,Concrete,Residential,2,5,29.812984459239598,1.7113450325546629,65.67880665662187,1395,Fire Resistant Paint,10,7,2.0
Timber Structures,Timber,Commercial,2,11,10.16624085512445,4.854934748648729,61.642524975724086,1612,Fire Resistant Paint,58,26,4.7
